,Title,Title_URL,Image,ipclockupoverlay_URL,Title1,Title2,ipcratingstar,Content,Title_new,Clean_content
43,44. Sandhana Kaatru,https://www.imdb.com/title/tt23784404/?ref_=sr_t_44,"https://m.media-amazon.com/images/M/MV5BMjk5ZmRiN2UtMGI4ZC00MmQyLTg3ODItOTExYzRmZDc2ZTczXkEyXkFqcGdeQXVyMTY0MDk0NjE3._V1_QL75_UY207_CR4,0,140,207_.jpg",https://www.imdb.com/title/tt23784404/?ref_=sr_i_44,1990,2h 10m,,"Azhagiri, a military officer, gets married to Raasathi and lives a happy life. His friends Ramu, Vijay and Vishwanath rape his wife and she commits suicide.",sandhana kaatru,azhagiri a military officer gets married to raasathi and lives a happy life his friends ramu vijay and vishwanath rape his wife and she commits suicide
44,45. Pachai Kodi,https://www.imdb.com/title/tt12399176/?ref_=sr_t_45,"https://m.media-amazon.com/images/M/MV5BMmVlZGFhMDUtNzc1NS00NWY0LWFmODgtNTU0YzMwMGViZTk1XkEyXkFqcGdeQXVyMzYxOTQ3MDg@._V1_QL75_UY207_CR37,0,140,207_.jpg",https://www.imdb.com/title/tt12399176/?ref_=sr_i_45,1990,2h 18m,,"Pachikodi is a 1990 Indian Tamil film, directed by Manoj Kumar. The film stars Pandiarajan, Nirosha, Nasser and Swati in lead roles. The film had musical score by Gangai Amaran.",pachai kodi,pachikodi is a 1990 indian tamil film directed by manoj kumar the film stars pandiarajan nirosha nasser and swati in lead roles the film had musical score by gangai amaran
48,49. En Kadhal Kanmai,https://www.imdb.com/title/tt8943338/?ref_=sr_t_49,"https://m.media-amazon.com/images/M/MV5BOWRhMjVmYTQtMmYwNi00NmE2LWEyY2EtMDczN2I0NDg5MTMxXkEyXkFqcGdeQXVyODEzOTQwNTY@._V1_QL75_UY207_CR38,0,140,207_.jpg",https://www.imdb.com/title/tt8943338/?ref_=sr_i_49,1990,1h 58m,"7.5
 (16)","Vinoth, a chain smoker, falls in love with Hema. But he is forced to quit smoking if he wants to marry her. Vinoth must battle his addiction at any cost to win her hand.",en kadhal kanmai,vinoth a chain smoker falls in love with hema but he is forced to quit smoking if he wants to marry her vinoth must battle his addiction at any cost to win her hand
49,50. Madurai Veeran Engasami,https://www.imdb.com/title/tt10157078/?ref_=sr_t_50,,https://www.imdb.com/title/tt10157078/?ref_=sr_i_50,1990,,,A family drama involving a family dispute across generations.,madurai veeran engasami,a family drama involving a family dispute across generations
52,53. Idhaya Thamarai,https://www.imdb.com/title/tt6160582/?ref_=sr_t_53,"https://m.media-amazon.com/images/M/MV5BYzA4NTBjYTEtZDhlNy00NjhjLWE4YWEtZjMwNjMzOTc5ODA5XkEyXkFqcGdeQXVyOTk3NTc2MzE@._V1_QL75_UY207_CR2,0,140,207_.jpg",https://www.imdb.com/title/tt6160582/?ref_=sr_i_53,1990,2h 30m,"6.2
 (25)","Vijay, a short-tempered man, falls in love with Manju. She tries to change his personality. But he ends up in jail after a fight with another student. Will he be able to woo Manju again?",idhaya thamarai,vijay a short tempered man falls in love with manju she tries to change his personality but he ends up in jail after a fight with another student will he be able to woo manju again
53,54. Paalam,https://www.imdb.com/title/tt12707406/?ref_=sr_t_54,,https://www.imdb.com/title/tt12707406/?ref_=sr_i_54,1990,,,"In the past, Jeeva (Murali) was a college student studying in the city. His family lived in his native village, he has a brother Muthu (Suryakanth), a sister-in-law Vadivukkarasi (Gowri) and a blind sister Selvi (Balambika). Muthu and the villagers were tired of getting a small amount for their manual labour, so they went on strike. The wealthy landlord Arivumathi (Vasudevan Baskaran) reluctantly accepted for their claim, he felt that the villagers didn't respect him anymore. So Arivumathi sent henchmen to kill Muthu, in the meantime, Arivumathi raped his wife Vadivukkarasi and he kidnapped the blind Selvi. His henchmen set fires on the thatched houses of the poor villagers. Using his power, Arivumathi made Muthu and Vadivukkarasi arrested by the police and were sent to jail. Jeeva later came to save his sister Selvi. Now, one year later, Arivumathi becomes a corrupt minister. Jeeva sends his sister Selvi to a college for the blind. Jeeva and his college friends find themselves unemployed after college. One day, they tease Arivumathi while he attends a college function and the police arrest two of Jeeva's friends. They strongly believe that the corrupt politicians are the reason behind their unemployment. Jeeva and his friends thus plan to kidnap the corrupt minister Arivumathi. Arivumathi often travels in his car the night and always takes the Paramankeni bridge. So Jeeva put dynamites under that bridge, Jeeva and his friends acquire heavy weapons. One night, they stop the minister's car on the bridge, they drive out the driver and the minister's secretary. They keep Arivumathi as a hostage. The news reaches the police, assistant commissioner of police Rajan Sharma (Kitty) with his brigade come to the spot of kidnapping. Rajan Sharma asks them to release the minister but Jeeva refuses. Jeeva first wants the police to free his brother, his sister-in-law and two of his friends who are in jail for the crime they didn't commit. Then superintendent of police Izhavenil (M. N. Nambiar) comes to help the police team. Izhavenil and Rajan Sharma are pressured by IG Ramaraj (Ramesh), their superior does not want to release the innocent captives. The police try to save the minister in many ways but fail every time. What transpires later forms the crux of the story.",paalam,in the past jeeva murali was a college student studying in the city his family lived in his native village he has a brother muthu suryakanth a sister in law vadivukkarasi gowri and a blind sister selvi balambika muthu and the villagers were tired of getting a small amount for their manual labour so they went on strike the wealthy landlord arivumathi vasudevan baskaran reluctantly accepted for their claim he felt that the villagers didn t respect him anymore so arivumathi sent henchmen to kill muthu in the meantime arivumathi raped his wife vadivukkarasi and he kidnapped the blind selvi his henchmen set fires on the thatched houses of the poor villagers using his power arivumathi made muthu and vadivukkarasi arrested by the police and were sent to jail jeeva later came to save his sister selvi now one year later arivumathi becomes a corrupt minister jeeva sends his sister selvi to a college for the blind jeeva and his college friends find themselves unemployed after college one day they tease arivumathi while he attends a college function and the police arrest two of jeeva s friends they strongly believe that the corrupt politicians are the reason behind their unemployment jeeva and his friends thus plan to kidnap the corrupt minister arivumathi arivumathi often travels in his car the night and always takes the paramankeni bridge so jeeva put dynamites under that bridge jeeva and his friends acquire heavy weapons one night they stop the minister s car on the bridge they drive out the driver and the minister s secretary they keep arivumathi as a hostage the news reaches the police assistant commissioner of police rajan sharma kitty with his brigade come to the spot of kidnapping rajan sharma asks them to release the minister but jeeva refuses jeeva first wants the police to free his brother his sister in law and two of his friends who are in jail for the crime they didn t commit then superintendent of police izhavenil m n nambiar comes to help the police team izhavenil and rajan sharma are pressured by ig ramaraj ramesh their superior does not want to release the innocent captives the police try to save the minister in many ways but fail every time what transpires later forms the crux of the story
57,58. Nilapennay,https://www.imdb.com/title/tt0323410/?ref_=sr_t_58,,https://www.imdb.com/title/tt0323410/?ref_=sr_i_58,1990,,"7.6
 (6)","Nila Pennae (Moon Girl) is a 1990 Indian Tamil film directed by R. G. Elavalagan and produced by R. M. Veerappan. It stars Anand and Divya Bharti. The film was critically and financially unsuccessful,and is known as Bharti's only Tamil film.Anand lives in the city and decides to stay in a village within a forest for some time. As he is very stressed due to the city life, he meets an old guru woman who creates a girl (Divya Bharti) for Anand. He falls in love immediately and so does the girl whom Anand calls Surya. She goes on to show him the beauty of life. -Wikipedia",nilapennay,nila pennae moon girl is a 1990 indian tamil film directed by r g elavalagan and produced by r m veerappan it stars anand and divya bharti the film was critically and financially unsuccessful and is known as bharti s only tamil film anand lives in the city and decides to stay in a village within a forest for some time as he is very stressed due to the city life he meets an old guru woman who creates a girl divya bharti for anand he falls in love immediately and so does the girl whom anand calls surya she goes on to show him the beauty of life wikipedia
58,59. Raja Kaiye Vacha,https://www.imdb.com/title/tt0320338/?ref_=sr_t_59,"https://m.media-amazon.com/images/M/MV5BYTNjMDVjMzEtMzJkNy00ZjIwLWI0YzItM2FiMjY3ZjgwNWVhXkEyXkFqcGdeQXVyODEzOTQwNTY@._V1_QL75_UY207_CR5,0,140,207_.jpg",https://www.imdb.com/title/tt0320338/?ref_=sr_i_59,1990,2h 21m,"6.0
 (38)","Raja pretends to be a cop in order to impress the woman he loves and she dumps him on learning the truth. When they meet again, he has a good job, but there is someone else who is in love with him.",raja kaiye vacha,raja pretends to be a cop in order to impress the woman he loves and she dumps him on learning the truth when they meet again he has a good job but there is someone else who is in love with him
60,61. Unnai Solli Kutramillai,https://www.imdb.com/title/tt0320698/?ref_=sr_t_61,"https://m.media-amazon.com/images/M/MV5BOGQzNTFiYWUtZTI2ZC00YmQyLThkZTYtYjJhN2IxMDEzMjcyXkEyXkFqcGdeQXVyMjA4OTI5NDQ@._V1_QL75_UY207_CR34,0,140,207_.jpg",https://www.imdb.com/title/tt0320698/?ref_=sr_i_61,1990,,"5.1
 (19)",Balu makes a living as a police informer. He lives with Namasivayam and is adored by his family. But one such tip-off leads to the arrest and subsequent suicide of Namasivayam and his family.,unnai solli kutramillai,balu makes a living as a police informer he lives with namasivayam and is adored by his family but one such tip off leads to the arrest and subsequent suicide of namasivayam and his family
61,62. Amman Koil Thiruvizha,https://www.imdb.com/title/tt0318290/?ref_=sr_t_62,"https://m.media-amazon.com/images/M/MV5BMWMzODQwN2UtMTczYy00MDI4LTgxOWItZmNkNGFiMzMxMzZjXkEyXkFqcGdeQXVyMjA4OTI5NDQ@._V1_QL75_UY207_CR34,0,140,207_.jpg",https://www.imdb.com/title/tt0318290/?ref_=sr_i_62,1990,,"7.0
 (9)",A story of devotion and glory of Goddess Amman.,amman koil thiruvizha,a story of devotion and glory of goddess amman
62,63. Uchchi Veyil,https://www.imdb.com/title/tt0278788/?ref_=sr_t_63,,https://www.imdb.com/title/tt0278788/?ref_=sr_i_63,1990,1h 45m,"4.5
 (7)","Set among the streets of Madras and filmed in real time, with unknown actors, this is a story of the complex relations between family members.",uchchi veyil,set among the streets of madras and filmed in real time with unknown actors this is a story of the complex relations between family members
63,64. Pondaatti Thevai,https://www.imdb.com/title/tt0320290/?ref_=sr_t_64,"https://m.media-amazon.com/images/M/MV5BNmZiMmE3ODUtMTFmOC00YzY0LWJmYjItN2M1MDkwMzM1YmI1XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_QL75_UY207_CR8,0,140,207_.jpg",https://www.imdb.com/title/tt0320290/?ref_=sr_i_64,1990,2h 28m,"5.0
 (24)","Pondatti Thevai is a 1990 Indian Tamil film directed by Parthiban and produced by A. Sundaram. The film stars Parthiban, Ashwini, Sindhu, Radha Ravi, Goundamani and Senthil in lead roles. The film had musical score by Ilaiyaraaja.",pondaatti thevai,pondatti thevai is a 1990 indian tamil film directed by parthiban and produced by a sundaram the film stars parthiban ashwini sindhu radha ravi goundamani and senthil in lead roles the film had musical score by ilaiyaraaja
73,74. Engitte Modhathe,https://www.imdb.com/title/tt0319359/?ref_=sr_t_74,"https://m.media-amazon.com/images/M/MV5BNDZkYTEzMGItMTczZC00MTRiLThjMDctZjNkYzA2MDBhODI1XkEyXkFqcGdeQXVyMjA4OTI5NDQ@._V1_QL75_UY207_CR34,0,140,207_.jpg",https://www.imdb.com/title/tt0319359/?ref_=sr_i_74,1990,2h 19m,"6.1
 (15)","Sarojini loves Pandian and wants to marry him. Malliga, a wealthy girl, also loves Pandian and decides to cause a rift between Sarojini and him. Will Mallika succeed in winning Pandian's love?",engitte modhathe,sarojini loves pandian and wants to marry him malliga a wealthy girl also loves pandian and decides to cause a rift between sarojini and him will mallika succeed in winning pandian s love
80,81. Pudhu Pudhu Ragangal,https://www.imdb.com/title/tt27672297/?ref_=sr_t_81,"https://m.media-amazon.com/images/M/MV5BMDFiYWQ4ZmEtZDc2OC00Mzk5LTg1M2YtYmQ3ZTk1OTY0NWI1XkEyXkFqcGdeQXVyMTUzODc5OTUz._V1_QL75_UY207_CR34,0,140,207_.jpg",https://www.imdb.com/title/tt27672297/?ref_=sr_i_81,1990,,,"Searching for livelihood, Kanikaa and her mother arrive in a fishing hamlet. The locals too extend their support to the women. But several, intriguing twists and turns follow in their lives.",pudhu pudhu ragangal,searching for livelihood kanikaa and her mother arrive in a fishing hamlet the locals too extend their support to the women but several intriguing twists and turns follow in their lives
88,89. Mallu Vaetti Minor,https://www.imdb.com/title/tt0319801/?ref_=sr_t_89,"https://m.media-amazon.com/images/M/MV5BODFmZWY0NGEtYzBkOC00NGRiLWIwYjMtMTlmNmU4ZTVjODNjXkEyXkFqcGdeQXVyMjA4OTI5NDQ@._V1_QL75_UY207_CR8,0,140,207_.jpg",https://www.imdb.com/title/tt0319801/?ref_=sr_i_89,1990,,"4.0
 (23)","The story begins with Santhana Lakshmi (Shobana) being released from the jail and she remembers her past. Rassappa Gounder (Sathyaraj), also known as Mallu Vetti Minor, was a bachelor and rich man who spent his time in the brothels like his father Marappa Gounder. Santhana Lakshmi and Rassappa fell in love with each other. Rassappa Gounder and President (Vinu Chakravarthy) were in a feud for several years. In a misunderstanding, Rassappa Gounder had to get married to Parimala (Seetha) and married her. A few years later, Rassappa Gounder became the perfect husband and had a son. While Santhana Lakshmi was still unmarried and teased Rassappa Gounder whenever she got the opportunity. One day, that was the ""straw that broke the camel's back"" so the angry Rassappa Gounder raped Santhana Lakshmi. The rest of story is what happens to Rassappa Gounder, Parimala and Santhana Lakshmi.",mallu vaetti minor,the story begins with santhana lakshmi shobana being released from the jail and she remembers her past rassappa gounder sathyaraj also known as mallu vetti minor was a bachelor and rich man who spent his time in the brothels like his father marappa gounder santhana lakshmi and rassappa fell in love with each other rassappa gounder and president vinu chakravarthy were in a feud for several years in a misunderstanding rassappa gounder had to get married to parimala seetha and married her a few years later rassappa gounder became the perfect husband and had a son while santhana lakshmi was still unmarried and teased rassappa gounder whenever she got the opportunity one day that was the straw that broke the camel s back so the angry rassappa gounder raped santhana lakshmi the rest of story is what happens to rassappa gounder parimala and santhana lakshmi
